cat,nk,kn,knok,kodnuts,knuts,kodok,nazkr,nazkr_a,nazok,nazok_a,vymera,ob91,ob01,obakt,nazcs,zmenazaz,zmenapol,geometry
603,US,06,0603,CZ0423,4203,3506,Ústecký,Ustecky,Litom??ice,Litomerice,103212.000000000000000,113883,114259,114953,NKXQOFUKCF,,,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.239518939384892,50.65747236319293 14.239518939384892,50.65747236319293 14.246526975465018,50.658096065335677 14.246526975465018,50.658096065335677 14.254515169533022,50.654265110965973 14.254515169533022,50.654265110965973 14.262502072590848,50.650433612049618 14.304548512564077,50.654161338127935 14.312531334677013,50.650326449555379 14.312531334677013,50.650326449555379 14.320512865746341,50.646491017265227 14.348543703337672,50.648964001731407 14.355551861269293,50.649581201176787 14.355551861269293,50.649581201176787 14.356522079529812,50.645126130589304 14.356522079529812,50.645126130589304 14.36449916479077,50.64128771638088 14.36449916479077,50.64128771638088 14.372474959317572,50.6374487592553 14.380217084389926,50.601806572759685 14.388185002684471,50.597966519588098 14.388185002684471,50.597966519588098 14.396151632768948,50.594125924285542 14.398082089937349,50.585214959729932 14.406045788326095,50.581373684525815 14.406045788326095,50.581373684525815 14.414008199428153,50.577531867610219 14.417860407924302,50.559709218782487 14.42581824870333,50.5558665851417 14.42581824870333,50.5558665851417 14.433774803647676,50.552023410330634 14.435696561665939,50.54311172722106 14.443650191416614,50.539267874145345 14.443650191416614,50.539267874145345 14.451602536252658,50.535423480318023 14.451602536252658,50.535423480318023 14.459553596369348,50.531578545887406 14.459553596369348,50.531578545887406 14.467503371961961,50.527733071001613 14.467503371961961,50.527733071001613 14.475451863225741,50.523887055808764 14.475451863225741,50.523887055808764 14.483399070355967,50.520040500457014 14.485310294327475,50.511127940527622 14.479276878618457,50.506062153984267 14.479276878618457,50.506062153984267 14.47324474608849,50.500996045641322 14.47324474608849,50.500996045641322 14.474201024563225,50.496539826627846 14.467213896405203,50.495929615675706 14.467213896405203,50.495929615675706 14.461184329236263,50.490862864264273 14.465012102952411,50.473038233913741 14.458985674990503,50.467971325576436 14.458985674990503,50.467971325576436 14.452960527825951,50.462904096435309 14.452960527825951,50.462904096435309 14.446936661126751,50.457836546666748 14.432974597432494,50.456612415889559 14.426953644446549,50.451543822363298 14.426953644446549,50.451543822363298 14.420933971122908,50.446474908771521 14.420933971122908,50.446474908771521 14.414915577129351,50.441405675290561 14.418756760380047,50.423582260169916 14.412741493232856,50.418512873789943 14.412741493232856,50.418512873789943 14.404805419373856,50.422354735534462 14.404805419373856,50.422354735534462 14.396868067807032,50.426196057275064 14.396868067807032,50.426196057275064 14.388929438340503,50.430036838863714 14.388929438340503,50.430036838863714 14.380989530782422,50.433877080152151 14.367036131739901,50.432645061059688 14.361025196783242,50.427573022218183 14.364885405256056,50.409751269172261 14.372822612510308,50.405912098826775 14.372822612510308,50.405912098826775 14.380758543194043,50.402072388228817 14.382684315119045,50.393161156654166 14.376676708697776,50.388089857410698 14.376676708697776,50.388089857410698 14.370670377902689,50.383018239971804 14.370670377902689,50.383018239971804 14.364665322401917,50.377946304513152 14.364665322401917,50.377946304513152 14.358661541863606,50.372874051210275 14.362518308402747,50.355052106223837 14.356517638356275,50.34997970525712 14.342589338637437,50.348744695088648 14.334659162697568,50.352581863065787 14.334659162697568,50.352581863065787 14.326727713556609,50.356418490864229 14.326727713556609,50.356418490864229 14.320730659931565,50.351344248593932 14.320730659931565,50.351344248593932 14.314734879467004,50.346269689565219 14.314734879467004,50.346269689565219 14.306802871947118,50.350104972265704 14.306802871947118,50.350104972265704 14.298869591512101,50.353939714441864 14.271014335424931,50.351454290158692 14.265023807111699,50.346377172690495 14.265023807111699,50.346377172690495 14.265996464349495,50.341922436896176 14.265996464349495,50.341922436896176 14.259034551384497,50.341299739300148 14.245111265082173,50.340053098052458 14.23717469024842,50.343883664702012 14.23717469024842,50.343883664702012 14.229236843221257,50.347713689962774 14.229236843221257,50.347713689962774 14.223251212853489,50.342634418394205 14.223251212853489,50.342634418394205 14.217266854636852,50.337554831531683 14.217266854636852,50.337554831531683 14.209328457540195,50.341383510619458 14.209328457540195,50.341383510619458 14.201388788541527,50.345211647972391 14.201388788541527,50.345211647972391 14.193447847453269,50.349039243441531 14.193447847453269,50.349039243441531 14.185505634087857,50.352866296877863 14.171580872385261,50.351610894579437 14.165600868934488,50.346528666255708 14.167564534518618,50.337620819065549 14.161586711572713,50.332538363984312 14.161586711572713,50.332538363984312 14.155610159858391,50.327455594623103 14.155610159858391,50.327455594623103 14.149634879041468,50.322372511157027 14.149634879041468,50.322372511157027 14.141693572660124,50.326196608757165 14.141693572660124,50.326196608757165 14.133750995633166,50.330020163882224 14.11983423021004,50.328758572454028 14.111889476231912,50.33258063995568 14.111889476231912,50.33258063995568 14.103943451383984,50.336402164510389 14.076108490685277,50.333870217882463 14.06815938515054,50.337689308163789 14.06815938515054,50.337689308163789 14.060209008672837,50.341507854852452 14.060209008672837,50.341507854852452 14.052257361066403,50.345325857798677 14.052257361066403,50.345325857798677 14.044304442145455,50.349143316852732 14.044304442145455,50.349143316852732 14.037344352380977,50.348507399923079 14.037344352380977,50.348507399923079 14.036350251724208,50.352960231864799 14.034361498124239,50.361865856359749 14.026404395514483,50.365682085231448 14.012480049601029,50.364407711150172 14.004520771320959,50.36822244849504 14.004520771320959,50.36822244849504 13.996560220611785,50.372036641047998 13.996560220611785,50.372036641047998 13.988598397287774,50.375850288658896 13.988598397287774,50.375850288658896 13.980635301163185,50.379663391177552 13.966708084320782,50.378383564830429 13.95874281321727,50.382195174189008 13.95874281321727,50.382195174189008 13.964705289769356,50.387287960336749 13.964705289769356,50.387287960336749 13.970669039785362,50.392380433827164 13.966663028846526,50.410189244916111 13.972629859398868,50.415281584789689 13.972629859398868,50.415281584789689 13.978597965141567,50.420373611374437 13.978597965141567,50.420373611374437 13.970626644043863,50.424185999702473 13.970626644043863,50.424185999702473 13.962654047336452,50.42799784215628 13.962654047336452,50.42799784215628 13.954680174832653,50.431809138585365 13.898917581664005,50.426667597388153 13.890938823061285,50.430474549862062 13.888919711462661,50.439377546121527 13.880938026683207,50.443183807277791 13.880938026683207,50.443183807277791 13.872955065636441,50.44698952112968 13.872955065636441,50.44698952112968 13.878916514653136,50.452086605203206 13.878916514653136,50.452086605203206 13.88487924057141,50.457183376565339 13.880835770695787,50.474988989945253 13.872847476612591,50.478794673278244 13.872847476612591,50.478794673278244 13.864857904151702,50.482599808799513 13.864857904151702,50.482599808799513 13.863844913676298,50.48705103342602 13.863844913676298,50.48705103342602 13.862831735229637,50.491502244363119 13.858777140955958,50.509306950857102 13.864744909792535,50.51440466535675 13.906640182098709,50.518275337430786 13.912614200471575,50.523370585602429 13.908575594516737,50.541176833122179 13.91455270955905,50.546271944418706 13.92852774085509,50.547557859979932 13.934507795939268,50.552651937475353 13.934507795939268,50.552651937475353 13.940489134328276,50.557745699607814 13.95446822759679,50.559028506541978 13.960452506790173,50.564121233650276 13.960452506790173,50.564121233650276 13.96643807012439,50.569213644825915 13.980421223391097,50.570493341317473 13.986409728288166,50.575584716246269 13.986409728288166,50.575584716246269 13.985406191342246,50.580036855637516 13.985406191342246,50.580036855637516 13.985406191342246,50.580036855637516 13.992399518160864,50.580675774672478 13.992399518160864,50.580675774672478 14.000395282720254,50.576862021057103 14.000395282720254,50.576862021057103 14.008389762259542,50.573047720282517 14.008389762259542,50.573047720282517 14.014381580172428,50.578137654265774 14.014381580172428,50.578137654265774 14.02037468336192,50.583227271318648 14.02037468336192,50.583227271318648 14.02836861957957,50.579411615814699 14.02836861957957,50.579411615814699 14.036361270476656,50.575595413504772 14.064335739524624,50.578136420526896 14.070334178879325,50.583223469934346 14.070334178879325,50.583223469934346 14.076333904107646,50.588310201557043 14.076333904107646,50.588310201557043 14.082334915550057,50.593396615216889 14.082334915550057,50.593396615216889 14.088337213546993,50.598482710735667 14.088337213546993,50.598482710735667 14.096328221373664,50.594662445516036 14.096328221373664,50.594662445516036 14.104317942603178,50.590841634248434 14.174290885824091,50.597140951193289 14.180303472051543,50.60222230529007 14.178331497399531,50.611129706798955 14.184346294569421,50.616210825560636 14.198348957574353,50.617464449070752 14.206334246462728,50.613636728864094 14.206334246462728,50.613636728864094 14.2143182470518,50.609808463897274 14.2143182470518,50.609808463897274 14.220336712957888,50.614887730117708 14.218371740034273,50.623795749173198 14.224392420272041,50.6288747785784 14.224392420272041,50.6288747785784 14.230414389929539,50.633953487245883 14.228450543254771,50.642861616300166 14.234474729913339,50.647940087277988 14.234474729913339,50.647940087277988 14.240500207203754,50.653018237016099 14.240500207203754,50.653018237016099 14.239518939384892,50.65747236319293</coordinates></LinearRing></outerBoundaryIs></Polygon>"
601,US,06,0601,CZ0421,4201,3502,Ústecký,Ustecky,D??ín,Decin,90899.699999999997090,133448,133887,133734,EFDKP,,,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.355551861269293,50.649581201176787 14.348543703337672,50.648964001731407 14.320512865746341,50.646491017265227 14.312531334677013,50.650326449555379 14.312531334677013,50.650326449555379 14.304548512564077,50.654161338127935 14.262502072590848,50.650433612049618 14.254515169533022,50.654265110965973 14.254515169533022,50.654265110965973 14.246526975465018,50.658096065335677 14.246526975465018,50.658096065335677 14.239518939384892,50.65747236319293 14.239518939384892,50.65747236319293 14.238537490190831,50.661926475008968 14.238537490190831,50.661926475008968 14.230546713514441,50.665756339835916 14.230546713514441,50.665756339835916 14.222554645239832,50.669585659666588 14.222554645239832,50.669585659666588 14.214561285170978,50.673414434350931 14.214561285170978,50.673414434350931 14.206566633111848,50.677242663738888 14.204596567707517,50.686150281509939 14.196598966434937,50.689977824467235 14.196598966434937,50.689977824467235 14.188600072243499,50.693804821704589 14.188600072243499,50.693804821704589 14.180599884936964,50.697631273071714 14.152548819241069,50.695118302045415 14.144545484306697,50.698942305437448 14.144545484306697,50.698942305437448 14.13654085615533,50.702765762303095 14.13654085615533,50.702765762303095 14.128534934591107,50.706588672491606 14.126549009928576,50.715494933254227 14.118540133038204,50.719317154458565 14.118540133038204,50.719317154458565 14.110529961805096,50.723138828560629 14.106549254585333,50.740950605555156 14.098534461168931,50.744771447411964 14.098534461168931,50.744771447411964 14.090518371939186,50.748591741617233 14.090518371939186,50.748591741617233 14.082500986699623,50.752411488019717 14.068461375659842,50.75114419151015 14.060441768076624,50.754962436742879 14.048426352544404,50.808391559411511 14.047499685629047,50.811789773704525 14.070761204315378,50.811789086768279 14.092733860364516,50.825521996781376 14.139425755472509,50.833761742786649 14.164144993528518,50.844748070796534 14.208090305629922,50.8529878168018 14.227316380673484,50.861227562809091 14.238302708696859,50.874960473822746 14.235556126688067,50.888693383837484 14.252035618727085,50.885946801833306 14.274008274777039,50.894186547840235 14.293234348823391,50.88594680182991 14.30971384086186,50.885946801828538 14.353659153963582,50.891439965830678 14.35365915396169,50.902426293842261 14.3756318100139,50.896933129834565 14.389364720045505,50.899679711836271 14.38936472004268,50.916159203853624 14.403097631073344,50.924398949861093 14.400351049065497,50.93263869586994 14.389364720038429,50.940878441879534 14.375631810006864,50.938131859877835 14.312460423856454,50.954611351900468 14.320700169874756,50.960104515905513 14.306967258841722,50.965597680912374 14.317953587865956,50.973837426920049 14.331686497898049,50.973837426918891 14.331686497896618,50.982077172927333 14.315207005857657,50.984823754931561 14.290487766801288,50.976584008925094 14.263021946735094,50.987570336938823 14.263021946734602,50.990316918941708 14.274008274758872,50.998556664949284 14.263021946731737,51.006796410958671 14.271261692750528,51.009542992960803 14.284994602781675,51.015036156965436 14.282248020774286,51.020529320971278 14.290487766792596,51.026022484976274 14.279501438764953,51.037008812988461 14.29048776679017,51.03975539499028 14.306967258826283,51.053488306002968 14.315207005845062,51.056234888005086 14.339926243906264,51.037008812983316 14.36464548196254,51.045248558989634 14.383871556008899,51.037008812979444 14.386618138017257,51.026022484967953 14.414083959082799,51.017782738957074 14.433310033126697,51.023275902961039 14.452536107169671,51.034262230970562 14.466269017201691,51.034262230969368 14.477255345229192,51.023275902957096 14.490988256261209,51.023275902955895 14.493734838264272,51.042501976975295 14.499228002276595,51.045248558977583 14.510214330302707,51.04250197697381 14.499228002280431,51.023275902955127 14.532186986358141,51.017782738946487 14.54042673237878,51.009542992937249 14.534933568366929,51.004049828932068 14.567892552442688,51.009542992934676 14.586760333392808,50.99091664529778 14.598252071421083,50.983291758065825 14.595358373513202,50.971090844892402 14.583685399490301,50.94585662186735 14.574830028841939,50.938014972792615 14.567065163909092,50.929465474479507 14.562976172039564,50.92466728735387 14.565153500265851,50.918990843812388 14.582404231468777,50.914605091355334 14.598726784521231,50.919032920242799 14.610594906389899,50.921865391148508 14.626922575021633,50.926289290076561 14.644655199074872,50.931638644158504 14.650521937073812,50.931126419711511 14.65217374781532,50.920351156552321 14.652784615621496,50.905444616116355 14.637868617206102,50.898920344927369 14.633896298014003,50.886048871425437 14.628724511026258,50.876915676293407 14.62159460970855,50.86539127220496 14.620522982923893,50.858426467679955 14.631142151142797,50.855112922469196 14.619230751761002,50.854008296957559 14.619230751761002,50.854008296957559 14.6131390609261,50.848950241708273 14.615038616038868,50.840036702202298 14.608949184416129,50.83497839220302 14.580795145842433,50.83256811579853 14.574710325488423,50.82750800571133 14.576616301469349,50.818594981619732 14.570533736012877,50.813534618528017 14.570533736012877,50.813534618528017 14.564452472836477,50.808473926467819 14.566359649420503,50.799560995035982 14.560280638439115,50.794500050870269 14.560280638439115,50.794500050870269 14.552293851978265,50.798351556164462 14.552293851978265,50.798351556164462 14.544305764347115,50.802202519408148 14.502109751053302,50.798561273559585 14.494117517048483,50.802408851002525 14.494117517048483,50.802408851002525 14.486123981868882,50.806255885565051 14.486123981868882,50.806255885565051 14.478129145311643,50.810102377098382 14.478129145311643,50.810102377098382 14.470133007173926,50.81394832545341 14.456065295378551,50.812727420633507 14.449996325253634,50.807660783367155 14.451925030238005,50.79874963000691 14.445858306784288,50.793682743771733 14.445858306784288,50.793682743771733 14.439792883862728,50.788615530627744 14.439792883862728,50.788615530627744 14.433728761135145,50.783547990755345 14.433728761135145,50.783547990755345 14.427665938263338,50.778480124334997 14.427665938263338,50.778480124334997 14.421604414909099,50.77341193154713 14.421604414909099,50.77341193154713 14.415544190734217,50.768343412571937 14.423274533214148,50.732700094716648 14.41721937194599,50.727631567232663 14.389138546064414,50.725175186149443 14.383087987314505,50.720104873881994 14.383087987314505,50.720104873881994 14.37703872430081,50.715034236981666 14.37703872430081,50.715034236981666 14.370990756685435,50.709963275627999 14.372930497211881,50.701053056039257 14.366884761173678,50.695981851005499 14.366884761173678,50.695981851005499 14.360840319321534,50.690910322023903 14.362781215778169,50.68200020575015 14.356739002821964,50.676928433972229 14.34271475550446,50.675693793185133 14.336675487019477,50.670620970204851 14.338620120453241,50.661711178696038 14.346601438014725,50.657873989732487 14.346601438014725,50.657873989732487 14.354581463913656,50.654036257431336 14.354581463913656,50.654036257431336 14.355551861269293,50.649581201176787</coordinates></LinearRing></outerBoundaryIs></Polygon>"
607,US,06,0607,CZ0427,4207,3510,Ústecký,Ustecky,Ústí nad Labem,Usti nad Labem,40444.699999999997090,118325,117780,117594,YVXK PAE NABFO,,,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.239518939384892,50.65747236319293 14.240500207203754,50.653018237016099 14.240500207203754,50.653018237016099 14.234474729913339,50.647940087277988 14.234474729913339,50.647940087277988 14.228450543254771,50.642861616300166 14.230414389929539,50.633953487245883 14.224392420272041,50.6288747785784 14.224392420272041,50.6288747785784 14.218371740034273,50.623795749173198 14.220336712957888,50.614887730117708 14.2143182470518,50.609808463897274 14.2143182470518,50.609808463897274 14.206334246462728,50.613636728864094 14.206334246462728,50.613636728864094 14.198348957574353,50.617464449070752 14.184346294569421,50.616210825560636 14.178331497399531,50.611129706798955 14.180303472051543,50.60222230529007 14.174290885824091,50.597140951193289 14.104317942603178,50.590841634248434 14.096328221373664,50.594662445516036 14.096328221373664,50.594662445516036 14.088337213546993,50.598482710735667 14.088337213546993,50.598482710735667 14.082334915550057,50.593396615216889 14.082334915550057,50.593396615216889 14.076333904107646,50.588310201557043 14.076333904107646,50.588310201557043 14.070334178879325,50.583223469934346 14.070334178879325,50.583223469934346 14.064335739524624,50.578136420526896 14.036361270476656,50.575595413504772 14.02836861957957,50.579411615814699 14.02836861957957,50.579411615814699 14.02037468336192,50.583227271318648 14.02037468336192,50.583227271318648 14.014381580172428,50.578137654265774 14.014381580172428,50.578137654265774 14.008389762259542,50.573047720282517 14.008389762259542,50.573047720282517 14.000395282720254,50.576862021057103 14.000395282720254,50.576862021057103 13.992399518160864,50.580675774672478 13.992399518160864,50.580675774672478 13.985406191342246,50.580036855637516 13.985406191342246,50.580036855637516 13.984402468390501,50.584488980977611 13.984402468390501,50.584488980977611 13.97640413321829,50.588301639821424 13.97640413321829,50.588301639821424 13.968404512453379,50.5921137510528 13.968404512453379,50.5921137510528 13.960403605904901,50.59592531452045 13.946413487255013,50.594643251971398 13.938410382343379,50.598453315445667 13.938410382343379,50.598453315445667 13.930405991418581,50.602262830676594 13.930405991418581,50.602262830676594 13.922400314289986,50.606071797512648 13.922400314289986,50.606071797512648 13.928387118058298,50.611166087728122 13.928387118058298,50.611166087728122 13.934375208671494,50.616260061552218 13.930337040645142,50.634066580448568 13.922326002934318,50.637875517973264 13.922326002934318,50.637875517973264 13.914313676881257,50.641683906600136 13.910265855958283,50.659489618420992 13.916258138843622,50.664584433844709 13.916258138843622,50.664584433844709 13.922251711786751,50.669678932022919 13.922251711786751,50.669678932022919 13.914234016286811,50.673487290828753 13.914234016286811,50.673487290828753 13.906215030299531,50.677295100234119 13.898104355002538,50.712905369269542 13.904102130830104,50.718000707024828 13.904102130830104,50.718000707024828 13.910101199943389,50.72309572667708 13.908073483562612,50.731998321805911 13.900044110373292,50.735805665438477 13.900044110373292,50.735805665438477 13.892164796922591,50.739540722915493 13.890673466840536,50.741167139834815 13.903219699933496,50.745871117708866 13.905966281938509,50.754110863717656 13.892233371903407,50.770590355736473 13.903219699924904,50.795309594762479 13.93617868400332,50.789816430754314 13.960897923058999,50.803549340767411 13.960897923057585,50.811789086776265 13.991110325127085,50.820028832783045 13.999350071146429,50.820028832782377 14.004843235160758,50.811789086773175 14.018576145192968,50.81178908677213 14.029562473219707,50.806295922765408 14.04054880124451,50.811789086770496 14.047499685629047,50.811789773704525 14.048426352544404,50.808391559411511 14.060441768076624,50.754962436742879 14.068461375659842,50.75114419151015 14.082500986699623,50.752411488019717 14.090518371939186,50.748591741617233 14.090518371939186,50.748591741617233 14.098534461168931,50.744771447411964 14.098534461168931,50.744771447411964 14.106549254585333,50.740950605555156 14.110529961805096,50.723138828560629 14.118540133038204,50.719317154458565 14.118540133038204,50.719317154458565 14.126549009928576,50.715494933254227 14.128534934591107,50.706588672491606 14.13654085615533,50.702765762303095 14.13654085615533,50.702765762303095 14.144545484306697,50.698942305437448 14.144545484306697,50.698942305437448 14.152548819241069,50.695118302045415 14.180599884936964,50.697631273071714 14.188600072243499,50.693804821704589 14.188600072243499,50.693804821704589 14.196598966434937,50.689977824467235 14.196598966434937,50.689977824467235 14.204596567707517,50.686150281509939 14.206566633111848,50.677242663738888 14.214561285170978,50.673414434350931 14.214561285170978,50.673414434350931 14.222554645239832,50.669585659666588 14.222554645239832,50.669585659666588 14.230546713514441,50.665756339835916 14.230546713514441,50.665756339835916 14.238537490190831,50.661926475008968 14.238537490190831,50.661926475008968 14.239518939384892,50.65747236319293</coordinates></LinearRing></outerBoundaryIs></Polygon>"
606,US,06,0606,CZ0426,4206,3509,Ústecký,Ustecky,Teplice,Teplice,46912.199999999997090,127872,126098,127103,XFRNKCF,,,"<Polygon><outerBoundaryIs><LinearRing><coordinates>13.985406191342246,50.580036855637516 13.985406191342246,50.580036855637516 13.986409728288166,50.575584716246269 13.986409728288166,50.575584716246269 13.980421223391097,50.570493341317473 13.96643807012439,50.569213644825915 13.960452506790173,50.564121233650276 13.960452506790173,50.564121233650276 13.95446822759679,50.559028506541978 13.940489134328276,50.557745699607814 13.934507795939268,50.552651937475353 13.934507795939268,50.552651937475353 13.92852774085509,50.547557859979932 13.91455270955905,50.546271944418706 13.908575594516737,50.541176833122179 13.912614200471575,50.523370585602429 13.906640182098709,50.518275337430786 13.864744909792535,50.51440466535675 13.858777140955958,50.509306950857102 13.862831735229637,50.491502244363119 13.863844913676298,50.48705103342602 13.85686705312634,50.486404396357663 13.85686705312634,50.486404396357663 13.850903649881905,50.48130623529498 13.850903649881905,50.48130623529498 13.844941525154393,50.476207761351972 13.830989678960465,50.474911804648265 13.825030487325551,50.469812302382408 13.825030487325551,50.469812302382408 13.819072573367821,50.464712487803865 13.819072573367821,50.464712487803865 13.811081050854479,50.468513963210363 13.811081050854479,50.468513963210363 13.80308825092826,50.472314890077485 13.80308825092826,50.472314890077485 13.796113366431705,50.471664619572451 13.796113366431705,50.471664619572451 13.789138671203998,50.471013932338622 13.789138671203998,50.471013932338622 13.781143694721097,50.474813358556688 13.777059916521042,50.492615342540404 13.769060347074284,50.496413927660463 13.769060347074284,50.496413927660463 13.761059498756701,50.500211963354737 13.761059498756701,50.500211963354737 13.7530573713824,50.504009449471283 13.7530573713824,50.504009449471283 13.745053964765503,50.507806385857975 13.745053964765503,50.507806385857975 13.751009366701743,50.512909920391024 13.751009366701743,50.512909920391024 13.756966048519498,50.518013142809103 13.756966048519498,50.518013142809103 13.762924010562932,50.523116052934881 13.762924010562932,50.523116052934881 13.768883253176231,50.528218650590958 13.768883253176231,50.528218650590958 13.760877044810082,50.532016650765804 13.760877044810082,50.532016650765804 13.752869555451893,50.535814101004661 13.746719105018737,50.562515120940837 13.738705344872615,50.566311580932563 13.738705344872615,50.566311580932563 13.730690301764755,50.570107490301091 13.728635297768026,50.579007424588056 13.720617305861175,50.582802636076323 13.720617305861175,50.582802636076323 13.712598030084784,50.586597296508728 13.710538928885518,50.595496880030169 13.702516701642496,50.599290841829422 13.688532497664248,50.597977969944154 13.680508084535669,50.601770424626118 13.67637576798626,50.61956835391004 13.668346730261437,50.623359960836019 13.668346730261437,50.623359960836019 13.660316406472491,50.627151015533478 13.660316406472491,50.627151015533478 13.652284796431678,50.630941517849308 13.638292615916427,50.629622669777206 13.630258818914736,50.633411662669189 13.630258818914736,50.633411662669189 13.62222373544669,50.637200102694557 13.62222373544669,50.637200102694557 13.61418736532479,50.640987989699937 13.610026752078443,50.658783429494882 13.6159866777971,50.663893622904126 13.6159866777971,50.663893622904126 13.621947891891191,50.669003503194794 13.621947891891191,50.669003503194794 13.627910394710167,50.674113070187779 13.627910394710167,50.674113070187779 13.633874186603521,50.679222323703868 13.629717691308818,50.69701826161014 13.621671781966134,50.700806617321504 13.621671781966134,50.700806617321504 13.613624582043709,50.704594419295006 13.613624582043709,50.704594419295006 13.611156339565925,50.711892524068801 13.611327460855161,50.712037460029805 13.625814914285598,50.715658715693323 13.62581491428463,50.72115187969942 13.642294406322033,50.729391625707429 13.667013644379876,50.732138207709021 13.69173288244056,50.718405297692392 13.710958957485856,50.718405297691177 13.71370553949186,50.721151879694013 13.708212375477938,50.726645043700415 13.730185031528283,50.734884789708119 13.741171359555603,50.726645043698376 13.760397433598971,50.737631371709192 13.790609836670576,50.734884789704282 13.79335641867752,50.732138207701148 13.812582492722282,50.734884789702896 13.831808566768913,50.726645043692585 13.856527804827079,50.72664504369093 13.86202096883857,50.734884789699635 13.867514132850056,50.743124535708219 13.881247043883292,50.737631371701276 13.890673466840536,50.741167139834815 13.892164796922591,50.739540722915493 13.900044110373292,50.735805665438477 13.900044110373292,50.735805665438477 13.908073483562612,50.731998321805911 13.910101199943389,50.72309572667708 13.904102130830104,50.718000707024828 13.904102130830104,50.718000707024828 13.898104355002538,50.712905369269542 13.906215030299531,50.677295100234119 13.914234016286811,50.673487290828753 13.914234016286811,50.673487290828753 13.922251711786751,50.669678932022919 13.922251711786751,50.669678932022919 13.916258138843622,50.664584433844709 13.916258138843622,50.664584433844709 13.910265855958283,50.659489618420992 13.914313676881257,50.641683906600136 13.922326002934318,50.637875517973264 13.922326002934318,50.637875517973264 13.930337040645142,50.634066580448568 13.934375208671494,50.616260061552218 13.928387118058298,50.611166087728122 13.928387118058298,50.611166087728122 13.922400314289986,50.606071797512648 13.922400314289986,50.606071797512648 13.930405991418581,50.602262830676594 13.930405991418581,50.602262830676594 13.938410382343379,50.598453315445667 13.938410382343379,50.598453315445667 13.946413487255013,50.594643251971398 13.960403605904901,50.59592531452045 13.968404512453379,50.5921137510528 13.968404512453379,50.5921137510528 13.97640413321829,50.588301639821424 13.97640413321829,50.588301639821424 13.984402468390501,50.584488980977611 13.984402468390501,50.584488980977611 13.985406191342246,50.580036855637516</coordinates></LinearRing></outerBoundaryIs></Polygon>"
